file_id,rv_1,rv_2,rv_3,rv_4,rv_5,rv_6,rv_7,rv_8,rv_9,rv_10,rv_11,rv_12,rv_13,rv_14,rv_15,rv_16,rv_17,rv_18,rv_19,rv_20,rv_21,rv_22,rv_23,rv_24,rv_25,rv_26,rv_27,rv_28,rv_29,rv_30,rv_31,rv_32,rv_33,rv_34,rv_35,rv_36,rv_37,rv_38,rv_39,rv_40,rv_41,rv_42,rv_43,rv_44,rv_45,rv_46,rv_47,rv_48,rv_49,rv_50,rv_51,rv_52,rv_53,rv_54,rv_55,rv_56,rv_57,rv_58,rv_59,rv_60,rv_61
86,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3051,51,1777,14,0,5,3,5,4,8,1,1,2,6,2,9,0,1,16,7,1,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
106,24,1,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
124,36,0,3,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2683,158,485,10,0,0,10,0,24,25,4,0,5,0,0,0,5,5,15,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
134,1541,44,128,0,46,6,0,18,0,4,0,12,0,12,0,0,0,2,8,2,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
142,6114,73,3513,51,0,8,6,0,0,10,1,8,27,41,4,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
146,718,421,56,36,0,1,4,1,17,0,0,1,9,0,7,8,0,2,5,2,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0
153,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,81,6,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,5005,151,1555,65,0,30,0,5,0,65,5,40,22,5,40,50,0,45,20,45,10,0,0,15,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,25,0,0,0,0,10,0,0,0,0,0,0,0
162,4290,612,958,26,135,62,1,5,3,28,0,16,239,2,16,8,2,19,9,24,9,0,2,6,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1048,10,1,18,16,0,5,12,0,12,0,0,0,0
163,2094,100,76,28,0,8,0,28,8,0,0,8,8,0,4,96,0,0,4,4,4,8,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,765,22,28,50,0,5,1,35,26,2,0,10,0,10,0,8,0,2,5,2,0,18,6,0,1,12,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
182,34,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
190,2387,81,493,64,0,245,2,12,13,20,30,10,7,0,10,6,0,97,5,3,3,0,0,2,7,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0
202,9589,496,151,129,0,0,0,165,0,3,0,19,12,11,18,6,0,0,3,18,0,0,0,12,0,0,0,0,0,0,2373,3,0,0,48,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0
203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,4694,436,477,0,1223,207,1,1,26,10,0,1,185,1,0,0,4,1,3,6,3,0,0,4,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,1,13,0,29,0,0,0,0
216,279,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,5158,13,7,13,0,0,1,0,2,0,1,0,1,0,0,10,1,0,0,3,22,3,0,0,3,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,752,60,52,0,16,3,0,5,0,2,0,8,0,8,0,0,0,1,4,1,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,3097,9149,61,106,0,4,128,6,14,8,2,88,16,104,2,0,6,2,10,4,2,10,0,0,0,0,0,0,0,12,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
291,772,0,55,584,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
298,2061,8,20,928,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,4188,5220,784,32,0,8,68,0,92,4,0,4,8,0,0,60,0,0,0,8,40,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0
303,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2908,9088,123,86,0,4,2,6,12,10,2,68,16,84,2,0,104,2,10,4,2,10,2,0,0,0,0,0,0,12,4,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
312,8628,4694,693,16,0,16,28,4,112,20,0,4,20,0,0,96,142,8,12,12,20,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,555,0
313,222,2,9,2,0,0,0,0,0,0,0,1,1,0,0,6,0,0,2,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,222,2,9,2,0,0,0,0,0,0,0,1,1,0,0,6,0,0,2,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,814,28,164,4,0,0,0,9,0,4,1,6,2,1,5,2,0,1,3,7,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
344,788,165,19,0,6,9,0,2,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,1,0,0
346,1546,1236,50,10,0,1,5,0,19,4,0,1,15,0,9,0,8,6,2,6,7,0,0,0,5,3,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,3392,7886,118,34,0,6,8,58,32,72,0,6,38,0,22,0,122,12,4,6,14,0,0,2,18,4,0,0,0,4,0,2,0,0,0,2,0,2,0,0,2,0,4,8,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0
363,2490,288,312,0,230,4,26,434,16,2,140,0,2,0,0,0,0,1,4,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,436,0,0
367,3124,35,1737,17,0,0,0,0,0,4,0,1,0,24,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,678,18,38,0,21,1,0,9,0,2,0,4,0,4,0,0,0,1,3,1,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395,425,39,14,5,0,0,0,3,4,1,0,0,0,0,0,5,0,2,1,1,0,1,1,9,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
397,88,9,2,2,0,0,0,2,0,0,0,2,0,0,2,5,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,281,4,29,5,0,1,2,1,5,4,0,5,8,0,4,0,0,2,3,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
408,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,24,1,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
416,5679,18252,249,172,0,8,4,12,32,20,3,136,32,168,4,0,208,4,20,8,4,0,4,0,0,0,0,0,0,24,8,0,0,0,20,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0
418,193,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,10944,197,6972,62,0,4,0,13,8,16,0,4,4,24,8,26,0,0,8,32,0,2,0,56,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,4,0,0
437,264,2,65,0,0,2,0,0,10,5,1,0,1,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,78,1,0,0,0,1,0,4,0,0,0,2,0,2,0,2,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
453,142,46,9,0,0,4,0,7,4,0,1,2,5,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0
455,2883,54,1741,33,0,16,0,8,5,4,0,1,1,7,3,9,0,0,2,7,0,0,0,7,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0
461,4623,16,31,44,0,3,6,5,22,0,0,1,19,0,10,14,22,6,6,4,7,0,0,0,4,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,2,0,0,4,1,5,0
468,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,120,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,8335,3434,1707,174,0,753,6,9,33,33,0,9,39,0,6,102,12,153,12,9,12,0,0,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,33,0,33,0
477,7364,388,159,0,249,7,10,3,13,6,1,6,40,5,18,0,3,31,13,13,6,0,0,21,0,2,0,19,12,22,0,0,0,0,0,1,0,0,0,0,0,0,15,9,0,0,0,0,0,1,0,84,0,0,0,0,0,1,0,1,0
479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,3126,94,1722,18,0,5,30,2,2,9,0,4,13,5,13,3,1,10,3,9,46,0,2,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
503,57,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1307,39,37,6,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,534,2943,599,88,0,16,250,7,108,4,0,2,10,0,4,2,3,6,2,2,42,0,0,0,86,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
551,244,12,20,6,0,4,0,4,4,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,117,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,59,36,2,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,4022,186,386,21,0,2,24,5,2,5,2,4,3,1,1,2,0,1,2,1,1,0,0,5,12,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0
577,800,31,35,50,0,5,1,39,25,2,0,7,0,7,0,5,0,2,5,2,0,18,6,0,1,12,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
580,214,0,23,1,0,0,1,1,0,4,0,4,10,0,6,0,0,6,2,1,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
603,3232,84,1204,32,0,32,0,4,0,24,3,28,8,4,28,8,0,36,12,12,8,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
604,1506,2110,8,2,0,0,0,4,2,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1414,1003,7,7,0,2,0,0,3,0,0,1,1,0,0,6,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
606,1884,63,903,24,0,24,0,3,0,18,2,21,6,3,21,6,0,27,12,9,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
613,88,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,47,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,24,1,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
618,663,49,41,18,0,3,0,6,0,2,0,8,0,8,0,5,0,1,4,2,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
626,223,4,3,0,6,2,0,1,4,0,0,1,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
631,1469,78,328,53,0,1,2,30,6,0,0,11,58,1,12,6,0,7,4,15,434,0,2,7,1,2,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
638,62,38,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,7885,4412,72,12,0,12,0,44,12,0,0,12,8,0,4,16,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,16710,12666,2276,234,0,1004,8,12,55,44,0,12,52,0,8,136,16,204,16,29,16,0,0,0,20,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,44,0,44,0
644,3998,3122,51,6,0,0,0,36,3,3,0,6,0,0,6,6,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,1105,15647,187,24,0,4,16,16,328,24,0,4,60,0,36,0,8,24,8,12,28,0,0,0,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,88,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,80,239,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,3885,287,298,50,0,4,9,57,11,6,0,8,9,5,6,2,0,1,3,7,1,0,0,4,0,0,51,0,0,0,791,0,0,0,16,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,2,2,0
659,1413,1139,7,7,0,2,0,0,3,0,0,1,1,0,0,6,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
660,86,1,3,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
667,6471,318,448,0,124,12,16,32,18,20,0,60,8,54,10,0,0,6,24,6,2,0,0,0,0,2,0,92,16,4,0,0,0,0,0,4,0,0,0,0,0,0,2,18,1,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0
